"","merged.pos","DtT","Dt.ave","Fst"
"1",264,0.345997153705422,0.335811083294429,0.0294397520381477
"2",265,0.0241083503364715,0.0240967245744845,0.000482229676636621
"3",266,0.000373114630251253,0.000373105526867013,2.4398357775127e-05
"4",267,0.000523534360665061,0.000523529271974574,9.71987871239026e-06
"5",268,0.00053979970268449,0.000539793263743951,1.19283884512698e-05
"6",269,0.002318920672086,0.00231845591479212,0.000200419660521218
"7",270,0.00326060098289081,0.00325996277162229,0.000195734244045555
"8",271,0.00261222603508798,0.00261210441285236,4.65588482701863e-05
"9",272,0.00239972734434094,0.00239971340809599,5.80742848882955e-06
"10",273,0.0016801701979942,0.00168016190101669,4.93817681083087e-06
"11",274,0.00233725964164489,0.00233723288871837,1.14462792402203e-05
"12",275,0.00207434997121906,0.00207431539080218,1.66704834597846e-05
"13",276,0.00326943183727164,0.00326941056961143,6.5050018698995e-06
"14",277,0.00110210021213606,0.00110209520155973,4.54638904860173e-06
"15",278,0.00150440479466136,0.00150439418077861,7.05520401330184e-06
"16",279,0.00219061852913569,0.00219061037470598,3.72243254679411e-06
"17",280,0.00236714280638639,0.00236713779038356,2.11901150253604e-06
"18",281,0.00249997465638136,0.00249996998851217,1.8671666043579e-06
"19",282,0.00241090196238394,0.00241089513855221,2.83040614318093e-06
"20",283,0.00202718510208861,0.00202715969754551,1.25319306455316e-05
"21",284,0.00330112541900608,0.00330101778521191,3.26051817193965e-05
"22",285,0.0853795376374212,0.0853059779478137,0.000861561114559311
"23",286,0.00209167949326925,0.00209166206629132,8.33157182590189e-06
"24",287,0.00238931264287587,0.00238905485314345,0.000107892842398975
"25",288,0.00174344856804577,0.00174325532308239,0.000110840644758212
"26",289,0.00164220828777409,0.00164216056482557,2.90602287633738e-05
"27",290,0.00214967466084827,0.00214957175105132,4.7872265896397e-05
"28",291,0.00152871588212672,0.00152865254847724,4.14293134653078e-05
"29",292,0.00196138194250288,0.00196130036596953,4.15913553511705e-05
"30",293,0.00282423716539008,0.00282420491047754,1.14207521008514e-05
"31",294,0.0172024580370863,0.0171997489221402,0.000157484176985684
"32",295,0.0060046449262182,0.00600375128381576,0.000148825186738089
"33",296,0.00506664196873603,0.0050661925886952,8.86938614575322e-05
"34",297,0.00483027372677214,0.00482805475460456,0.000459388492888331
"35",298,0.00256937929368146,0.00256925896407765,4.6832168417494e-05
"36",299,0.00397286528472951,0.00397282413150553,1.0358575242356e-05
"37",300,0.00456553347757598,0.00456476991859566,0.00016724419699686
"38",301,0.00224241580296313,0.00224233848931072,3.44778396172889e-05
"39",302,0.00274463537690229,0.00274451937399599,4.22653250340141e-05
"40",303,0.00203067774129963,0.00203061295812462,3.19022431267389e-05
"41",304,0.00245658855428045,0.00245653620883033,2.13081877442787e-05
"42",305,0.00308596216042223,0.0030857041796282,8.35981715309583e-05
"43",306,0.00297855243504787,0.00297844039006597,3.76172601753016e-05
"44",307,0.00182914805679392,0.00182909322462089,2.99768916087633e-05
"45",308,0.0033121321594337,0.00331202390259682,3.26849387838418e-05
"46",309,0.00227640888735199,0.0022764029419386,2.61175109081231e-06
"47",310,0.00208355633499132,0.00208346910395497,4.18664160336937e-05
"48",311,0.00119389324003096,0.00119386614186837,2.26973080057001e-05
"49",312,0.00217914033954987,0.00217901346939595,5.82202768758242e-05
"50",313,0.00887588413275368,0.00887586490125765,2.16671328100351e-06
"51",314,0.00590759571148521,0.00590383392546699,0.000636771065918809
"52",315,0.00379663477280125,0.00379635237070606,7.43822126948416e-05
"53",316,0.0256386171829349,0.0256344867690496,0.00016110127374575
"54",317,0.0146108499569233,0.0145936834333049,0.00117491615265169
"55",318,0.00706618287425771,0.00706549178459777,9.78024022640899e-05
"56",319,0.00339697253223261,0.00339692917226686,1.27642968359729e-05
"57",320,0.00254333830944857,0.00254334268927489,-1.72207775249314e-06
"58",321,0.0143892376075629,0.014389265865242,-1.9638065560106e-06
"59",322,0.00703735484614782,0.00702965607900775,0.00109398592345873
"60",323,0.00155216402258307,0.00155215830566046,3.68319489875361e-06
"61",324,0.0119802256733807,0.0119801088862791,9.74832234269147e-06
"62",325,0.0157632647490284,0.0157626180572367,4.10252445825809e-05
"63",326,0.0160458009940751,0.0160443967072703,8.75174012982343e-05
"64",327,0.00633090159535133,0.00633069596449083,3.24805017741494e-05
"65",328,0.00805613670094281,0.0080561485727124,-1.47363060389767e-06
"66",329,0.00860647668061071,0.00860649392309227,-2.0034309271108e-06
"67",330,0.00957659803567861,0.00957662029118486,-2.3239469974083e-06
"68",331,0.0105198147857218,0.0105194771510513,3.20951154886342e-05
"69",332,0.00967114907640914,0.00967109622644064,5.46470415076104e-06
"70",333,0.00372162266323604,0.00372159503179925,7.42456699402402e-06
"71",334,0.00957240687527255,0.00957238009191221,2.79797554499963e-06
"72",335,0.00922575397423914,0.0092255752110737,1.93765372390923e-05
"73",336,0.0136493785469758,0.013649198106112,1.32197127677688e-05
"74",337,0.0121509878009377,0.0121390826599012,0.000979767343328755
"75",338,0.00647161619684384,0.00647156832580949,7.39707561357601e-06
"76",339,0.00955096510929527,0.00955042876041865,5.61565109370162e-05
"77",340,0.506667815172779,0.0140399796475087,0.972289576667267
"78",341,0.00561485422840675,0.00561253344365258,0.000413329475666395
"79",342,0.00796738200020462,0.00796729766675165,1.05848386549421e-05
"80",343,0.00706761682160143,0.00706729934046911,4.49205354985126e-05
"81",344,0.00697780774465789,0.00697768552244931,1.75158463878863e-05
"82",345,0.0118309306633336,0.0118309425362915,-1.00355231872178e-06
"83",346,0.00764198689401682,0.00764053702977095,0.00018972346668182
"84",347,0.00754044325609228,0.00753963491290226,0.000107201017575099
"85",348,0.0127878182834955,0.0127869589868009,6.71965049511883e-05
"86",349,0.00492436533070211,0.00492386159490707,0.000102294562081792
"87",350,0.50144399314804,0.0128169425461186,0.974439932033776
"88",351,0.503355052041312,0.00701088345676596,0.986071693472959
"89",352,0.506744679955189,0.0162397885368805,0.967952720217375
"90",353,0.0122633082401669,0.0122632771962156,2.53144997602311e-06
"91",354,0.00444696587881835,0.0044467642760056,4.53349133408443e-05
"92",355,0.00538323221463778,0.0053828063994113,7.91002894733572e-05
"93",356,0.0146962129318589,0.0146936641459137,0.000173431479049545
"94",357,0.00637661459311312,0.0063760409723218,8.99569486195942e-05
"95",358,0.0107853666621947,0.0107852810607746,7.93681130467219e-06
"96",359,0.0115609745720978,0.0115597707598442,0.000104127229590116
"97",360,0.00359173123483261,0.003591584938026,4.07315573047346e-05
"98",361,0.00474297872600135,0.00474296857815077,2.13955220253862e-06
"99",362,0.0444478876380237,0.0444120746729231,0.00080572929341914
"100",363,0.00364112647732961,0.0036411250240736,3.99122639363702e-07
"101",364,0.00872903179651639,0.00872902212769534,1.1076624847691e-06
"102",365,0.00950125957672143,0.0095005017538063,7.97602579964635e-05
"103",366,0.0141371070727818,0.0141367330656861,2.64557022680899e-05
"104",367,0.0072558365494495,0.00725200642009608,0.000527868747775895
"105",368,0.0138349240851816,0.0138344670568188,3.303439613664e-05
"106",369,0.0131656891449249,0.0131641343968617,0.000118090898701628
"107",370,0.0187428039171674,0.0187351964142854,0.000405889263718063
"108",371,0.0153481886618829,0.0153476046463288,3.80511060272361e-05
"109",372,0.0220111718080944,0.0219994728402179,0.000531501365694899
"110",373,0.00333262696951249,0.00333256525056313,1.85196092824918e-05
"111",374,0.0140899901833634,0.0140633237923875,0.00189257697335942
